pdbid,dna,U,protein,duplex
4O3R,"[12, 8]",[],[435],False
4O3S,"[12, 8]",[],[432],False
4O6A,"[17, 17]",[],[362],False
4OFA,"[12, 12]",[],[192],False
4OFE,"[12, 12]",[],[192],False
4OFH,"[12, 12]",[],[192],False
4OI7,"[22, 22]",[],[223],True
4OI8,"[23, 23]",[],[223],False
4OIN,"[19, 27]",[],"[315, 1119, 1524, 99, 443, 7]",False
4OIO,"[21, 27]",[],"[315, 1119, 1524, 99, 443]",False
4OIP,"[21, 27]",[],"[1524, 315, 1119, 99, 443, 7]",False
4OIQ,"[21, 27]",[],"[315, 1119, 1524, 99, 443, 7]",False
4OIR,"[21, 27]",[],"[305, 1119, 1524, 99, 443, 7]",False
4OLN,"[19, 19]",[],[82],True
4OMY,"[22, 22]",[],[118],False
4ON0,"[22, 22]",[],[118],False
4OND,"[18, 18]",[],[82],False
4OOR,"[18, 18]",[],[82],False
4OPJ,[12],[],[142],True
4OPK,[],[12],[142],True
4OPX,[26],[],"[267, 505]",True
4OQA,[26],[],"[505, 267]",True
4OQB,[26],[],"[505, 267]",True
4OSH,"[17, 17]",[],[499],True
4OSI,"[17, 17]",[],[499],True
4OSJ,"[17, 17]",[],[499],True
4OSK,"[17, 17]",[],[499],True
4OSL,"[17, 17]",[],[499],True
4OSM,"[17, 17]",[],[499],True
4OSQ,"[17, 17]",[],[499],False
4OSR,"[17, 17]",[],[499],False
4OSS,"[17, 17]",[],[499],True
4OST,"[17, 17]",[],[499],True
4OSV,"[17, 17]",[],[499],True
4OSW,"[17, 17]",[],[499],True
4OSZ,"[17, 17]",[],[499],True
4OT0,"[17, 17]",[],[499],True
4OT3,"[17, 17]",[],[499],True
4OTO,"[17, 17]",[],[499],True
4OU6,[10],[],[76],False
4OU7,[10],[],[71],False
4OV7,"[18, 18]",[],[82],False
4OWW,[35],[],"[500, 211, 104]",False
4OWX,[12],[],"[500, 211]",False
4P4M,"[5, 6]",[],[378],False
4P9U,"[31, 31]",[],[272],True
4PAR,[14],[],"[18, 321]",False
4PBA,[],[],"[321, 32]",False
4PCB,[24],[],[293],False
4PCZ,[14],[],"[271, 14]",False
4PD2,[14],[],"[272, 14]",False
4PDG,[14],[],"[271, 14]",False
4PDI,[14],[],"[271, 14]",False
4PE8,[3],[],[260],False
4PLB,[20],[],[692],True
4POG,[30],[],[257],False
4PSO,[10],[],[237],False
4PTF,"[12, 16]",[],[1194],False
4PU3,"[26, 26]",[],"[454, 118]",True
4PU4,"[26, 26]",[],"[454, 118]",True
4PW5,[12],[],"[230, 12]",False
4PW6,[12],[],"[230, 12]",False
4PW7,"[12, 12]",[],[230],False
4PXI,"[22, 22]",[],[215],True
4PZI,[12],[],[67],True
4Q0R,[15],[],[367],False
4Q0W,"[18, 18]",[],[365],False
4Q0Z,"[17, 17]",[],[365],False
4Q10,"[23, 23]",[],[365],False
4Q43,[18],[],"[352, 18]",False
4Q44,[],[],"[342, 18]",False
4Q45,[18],[],"[342, 18]",False
4Q4Z,"[22, 27]",[],"[315, 1119, 99, 423, 1524]",False
4Q8E,[8],[],"[435, 10]",False
4Q8F,[8],[],"[435, 11]",False
4QCB,[12],[],[221],True
4QEN,"[15, 15]",[],[533],False
4QEO,"[15, 15]",[],"[533, 15]",False
4QEP,"[15, 15]",[],[533],False
4QGU,[12],[],[206],False
4QJU,[21],[],[98],False
4QLC,"[167, 167]",[],"[102, 122, 77, 135, 123]",True
4QM7,[4],[],[171],False
4QPQ,"[28, 28]",[],[53],True
4QQW,[12],[],[964],False
4QQX,[12],[],[964],False
4QQY,[12],[],[964],False
4QQZ,[12],[],[964],False
4QR9,[10],[],[76],True
4QTJ,"[13, 13]",[],[274],True
4QTK,"[17, 17]",[],[274],True
4QTR,"[16, 16]",[],[72],False
4QW8,"[13, 16]",[],[349],False
4QW9,"[13, 16]",[],[349],False
4QWA,"[13, 16]",[],[349],False
4QWB,"[13, 18]",[],[343],False
4QWC,"[13, 18]",[],[343],False
4QWD,"[13, 16]",[],[349],False
4QWE,"[13, 16]",[],[349],False
4QZ8,"[6, 7]",[],[400],False
4QZ9,"[6, 7]",[],[400],False
4QZA,"[7, 6]",[],[400],False
4QZB,"[6, 7]",[],[400],False
4QZC,"[6, 7]",[],[400],False
4QZD,"[6, 7]",[],[400],False
4QZE,"[6, 8]",[],[400],False
4QZF,"[6, 7]",[],[400],False
4QZG,"[6, 7]",[],[400],False
4QZH,"[6, 7]",[],[400],False
4QZI,"[6, 8]",[],[400],False
4R22,[21],[],[82],False
4R24,[21],[],[85],False
4R28,"[27, 27]",[],[456],True
4R2A,"[11, 11]",[],[94],False
4R2C,[],[],"[94, 11, 11]",False
4R2D,"[11, 11]",[],[94],False
4R2E,"[11, 11]",[],[93],False
4R2P,[],[],"[93, 11, 11]",False
4R2Q,"[11, 11]",[],[93],False
4R2R,[11],[],"[93, 11]",False
4R2S,"[11, 11]",[],[93],False
4R4E,"[9, 8]",[],[84],False
4R55,[8],[],[55],True
4R56,[8],[],[60],True
4R5P,"[27, 21]",[],"[556, 428]",False
4R8P,"[147, 147]",[],"[135, 102, 129, 122, 110, 268]",True
4RB1,[25],[],[145],False
4RB2,"[25, 25]",[],[145],True
4RB3,"[25, 25]",[],[145],True
4RBO,"[12, 12]",[],[70],True
4RD5,"[16, 16]",[],[178],False
4RDM,"[15, 15]",[],[178],False
4RDU,[14],[],[65],True
4REC,[40],[],[647],False
4RKG,[12],[],[52],True
4RKH,"[15, 15]",[],[52],True
4RNM,[8],[],"[435, 12]",False
4RNN,[8],[],"[435, 12]",False
4RNO,[8],[],"[435, 12]",False
4ROC,"[28, 28]",[],"[360, 183]",True
4ROD,"[28, 28]",[],"[360, 183]",True
4ROE,"[28, 28]",[],"[360, 183]",True
4RTJ,[12],[],[298],True
4RTK,"[11, 11]",[],[298],False
4RTL,"[11, 11]",[],[298],False
4RTM,"[11, 11]",[],[298],False
4RTN,"[11, 11]",[],[298],False
4RTO,"[11, 11]",[],[298],False
4RTP,"[11, 11]",[],[298],False
4RTQ,"[12, 12]",[],[298],False
4RTR,"[12, 12]",[],[298],False
4RTS,"[12, 12]",[],[298],False
4RU9,[8],[],"[432, 12]",False
4RUA,[13],[],"[341, 18]",False
4RUC,[14],[],"[341, 18]",False
4RUL,[29],[],[867],False
4RVE,[10],[],[244],True
4RZR,[13],[],"[352, 18]",False
4S04,"[25, 25]",[],[232],False
4S05,"[26, 26]",[],[232],False
4S0H,"[19, 19]",[],"[186, 53]",True
4S0N,[10],[],[130],False
4S2Q,"[16, 16]",[],[76],False
4SKN,[10],[],"[10, 223]",False
4TMU,[34],[],[541],False
4TNT,"[17, 17]",[],[103],True
4TQR,[12],[],"[342, 18]",False
4TQS,[12],[],"[358, 18]",False
4TU7,[],[7],[174],False
4TU8,[],[7],[174],False
4TU9,[],[7],[174],False
4TUG,"[14, 15]",[],[337],False
4TUI,"[13, 13]",[],[337],False
4TYN,[7],[],[509],False
4TZD,"[2, 4]",[],[237],False
4U0Y,[15],[],[78],False
4U6P,"[9, 13]",[],[526],False
4U7B,"[31, 25]",[],[342],False
4U7C,[9],[],"[492, 13]",False
4U7D,[20],[],[591],False
4UMK,"[24, 24]",[],[240],True
4UMM,"[20, 20]",[],"[78, 87, 264, 266]",False
4UN7,"[25, 25]",[],"[199, 199]",True
4UN8,"[25, 25]",[],"[199, 199]",True
4UN9,"[25, 25]",[],"[199, 199]",True
4UNO,"[10, 10]",[],[100],False
4UQG,[],[],"[579, 10, 10]",False
4UQM,[16],[],"[247, 16]",False
4USG,[20],[],[66],False
4UUS,"[15, 15]",[],"[77, 76]",False
4UX5,"[14, 14]",[],[136],True
4UZB,"[20, 20]",[],[141],True
4V8S,"[14, 16]",[],"[113, 132, 880, 48, 395, 84, 95, 104, 92, 66, 1131, 265, 180]",False
4W9M,"[15, 15]",[],"[365, 37]",True
4WB2,[],[40],[79],True
4WCG,[19],[],[98],False
4WK8,"[21, 21]",[],[82],False
4WLW,"[23, 23]",[],[135],True
4WU4,"[17, 17]",[],[68],True
4WU8,"[145, 145]",[],"[135, 102, 129, 125]",True
4WU9,"[145, 145]",[],"[102, 129, 135, 125]",True
4WUL,"[26, 26]",[],[68],True
4WUZ,"[14, 14]",[],[229],False
4WWC,[19],[],[246],False
4WX9,"[13, 13]",[],[165],False
4WZS,"[24, 24]",[],"[95, 149, 780, 200]",True
4WZW,"[14, 16]",[],[521],False
4X0G,[13],[],[109],False
4X0P,"[13, 18]",[],[799],False
4X0Q,"[17, 13]",[],[772],False
4X23,"[147, 147]",[],"[98, 79, 102, 90, 25]",True
4X4B,"[35, 35]",[],[82],True
4X4C,"[35, 35]",[],[82],True
4X4D,"[35, 35]",[],[82],True
4X4E,"[35, 35]",[],[82],True
4X4F,"[35, 35]",[],[82],True
4X4G,"[35, 35]",[],[82],True
4X4H,"[35, 35]",[],[82],True
4X4I,"[35, 35]",[],[82],True
4X9J,"[11, 11]",[],[89],False
4XEG,[28],[],"[204, 28]",False
4XIC,"[15, 15]",[],[61],False
4XID,"[15, 15]",[],[61],False
4XIU,"[12, 14]",[],[539],False
4XLP,"[30, 25]",[],"[314, 1119, 1524, 99, 347]",False
4XLQ,"[30, 26]",[],"[314, 1119, 1524, 99, 347]",False
4XLS,"[30, 24]",[],"[314, 1119, 1524, 99, 347, 164]",False
4XO0,[],[],"[259, 8, 8]",False
4XPC,"[8, 8]",[],[259],True
4XPE,"[8, 8]",[],[259],True
4XQ8,"[6, 6]",[],[334],True
4XQJ,"[12, 13]",[],[99],False
4XQK,"[28, 28]",[],[1578],True
4XQN,"[12, 13]",[],[99],False
4XQQ,"[16, 16]",[],[100],False
4XR0,"[16, 16]",[],[316],False
4XR1,"[16, 16]",[],[316],False
4XR2,"[16, 16]",[],[316],False
4XR3,"[16, 16]",[],[316],False
4XRH,"[6, 6]",[],[335],True
4XRM,"[17, 17]",[],[64],False
4XUJ,"[145, 145]",[],"[135, 102, 128, 125]",True
4XVI,"[14, 11]",[],[666],False
4XVK,"[15, 12]",[],[666],False
4XVL,"[14, 10]",[],[666],False
4XVM,"[9, 13]",[],[666],False
4XYQ,"[16, 16]",[],[103],False
4XZF,[13],[],[122],False
4XZQ,"[147, 147]",[],"[98, 79, 107, 93]",True
4Y00,[10],[],[103],False
4Y0F,[10],[],[103],False
4Y5W,"[22, 22]",[],[549],True
4Y60,"[17, 17]",[],[80],False
4YEW,"[9, 11]",[],"[90, 90]",False
4YEX,"[15, 15]",[],[90],False
4YEY,"[15, 15]",[],[91],False
4YF0,"[11, 12]",[],[91],False
4YFH,"[11, 12]",[],[90],False
4YFT,"[9, 11]",[],"[90, 90]",False
4YFU,"[9, 14]",[],[580],False
4YG1,"[48, 48]",[],[72],True
4YG4,"[28, 20]",[],[71],False
4YG7,"[50, 50]",[],"[71, 436]",False
4YGI,[],[],"[167, 11]",False
4YHX,"[27, 27]",[],[308],False
4YIG,[10],[],"[232, 52, 10]",False
4YIR,"[24, 24]",[],"[538, 171]",False
4YIS,"[28, 28]",[],[295],False
4YJ0,"[25, 25]",[],[70],True
4YKL,[10],[],[200],False
4YM5,[],[],"[139, 106, 133, 129, 144, 144]",False
4YM6,[],[],"[139, 106, 133, 129, 145]",False
4YNQ,"[20, 21]",[],[235],False
4YO2,"[15, 15]",[],[232],True
4YOQ,"[11, 11]",[],[369],False
4YOV,[7],[],[233],False
4YOW,[7],[],[233],False
4YOX,[7],[],[233],False
4YOY,[7],[],[233],False
4YP3,"[12, 8]",[],[435],False
4YPH,"[11, 11]",[],[369],False
4YPR,"[11, 11]",[],[369],False
4YQW,"[12, 8]",[],[435],False
4YR0,"[12, 8]",[],[435],False
4YR2,"[12, 8]",[],[435],False
4YR3,"[12, 8]",[],[435],False
4YRV,"[21, 21]",[],[307],True
4YS3,"[147, 147]",[],"[98, 79, 107, 93]",True
4Z1X,"[27, 27]",[],[299],False
4Z1Z,"[28, 28]",[],[303],False
4Z20,"[26, 26]",[],[303],False
4Z2C,"[19, 15]",[],"[499, 269]",False
4Z2D,"[19, 15]",[],"[269, 499]",False
4Z2E,"[15, 19]",[],"[499, 269]",False
4Z3A,[28],[],"[204, 28]",False
4Z3C,[12],[],[52],True
4Z47,[28],[],"[204, 28]",False
4Z58,[20],[],[71],False
4Z59,[20],[],[71],True
4Z5C,"[21, 20]",[],[71],False
4Z5D,"[21, 20]",[],[71],False
4Z5H,[20],[],[72],False
4Z5T,[146],[],"[138, 106, 133, 129]",True
4Z66,"[147, 147]",[],"[98, 82, 107, 94]",True
4Z7B,[28],[],"[204, 28]",False
4Z7Z,[28],[],"[204, 28]",False
4Z8F,[],[],"[227, 214, 5]",False
4ZBN,[],[],"[28, 120]",False
4ZCF,"[20, 20]",[],"[644, 970]",False
4ZHN,[3],[],[211],False
4ZM0,"[14, 14]",[],[73],False
4ZM2,"[14, 14]",[],[73],False
4ZPK,"[21, 21]",[],"[384, 360]",False
4ZPR,"[21, 21]",[],"[345, 384]",False
4ZQ9,"[21, 21]",[],[211],False
4ZSF,[14],[],[272],True
4ZTF,"[19, 17]",[],[395],False
4ZTJ,"[19, 17]",[],[395],False
4ZTU,"[27, 24]",[],"[1222, 472]",False
4ZTZ,"[27, 24]",[],"[1222, 472]",False
4ZUX,"[145, 145]",[],"[136, 76, 104, 103, 130, 123, 472, 96, 99]",True
4ZYD,"[13, 13]",[],[151],True
5A0W,"[25, 25]",[],[199],True
5A3D,[15],[15],[115],False
5A72,[24],[],[172],True
5A74,"[14, 10]",[],[172],False
5A77,"[14, 10]",[],[172],False
5A78,[24],[],[172],True
5AV5,"[147, 147]",[],"[139, 104, 133, 129]",True
5AV6,"[147, 147]",[],"[139, 104, 133, 129]",True
5AV8,"[147, 147]",[],"[139, 104, 133, 129]",True
5AV9,"[147, 147]",[],"[139, 104, 133, 129]",True
5AVB,"[147, 147]",[],"[139, 104, 133, 129]",True
5AVC,"[147, 147]",[],"[139, 104, 133, 129]",True
5AY8,[146],[],"[139, 106, 133, 129]",True
5B0Y,[146],[],"[136, 106, 133, 129]",True
5B0Z,[146],[],"[139, 106, 133, 129]",True
5B1L,[146],[],"[139, 106, 133, 129]",True
5B1M,[146],[],"[139, 106, 133, 129]",True
5B24,[145],[],"[139, 106, 133, 129]",False
5B2I,[146],[],"[139, 106, 133, 129]",True
5B2J,[146],[],"[139, 106, 133, 129]",True
5B31,[146],[],"[139, 106, 133, 129, 131]",True
5B32,[146],[],"[139, 106, 133, 129, 131]",True
5B33,[146],[],"[139, 106, 131, 129]",True
5B40,[146],[],"[139, 106, 133, 129]",True
5B7J,"[12, 12]",[],[111],True
5BK4,"[60, 60]",[],"[868, 971, 775, 1017, 845, 933]",True
5BMZ,[24],[],[162],False
5BNH,"[3, 3]",[],[123],False
5BOX,"[25, 25]",[],[263],True
5BPD,"[21, 21]",[],[264],True
5BPI,"[21, 21]",[],[263],True
5BS8,"[24, 24]",[],"[503, 253]",True
5BT2,"[20, 20]",[],[97],False
5BTA,"[24, 24]",[],"[253, 503]",True
5BTC,"[24, 24]",[],"[503, 253]",True
5BTD,"[24, 24]",[],"[253, 503]",True
5BTF,"[24, 24]",[],"[503, 253]",True
5BTG,"[24, 24]",[],"[503, 253]",True
5BTI,"[24, 24]",[],"[503, 253]",True
5BTL,"[24, 24]",[],"[503, 253]",True
5BTN,"[24, 24]",[],"[503, 253]",True
5BUA,[10],[],[200],True
5BYG,"[21, 21]",[],[213],False
5C51,"[22, 25]",[],"[1205, 485]",False
5C52,"[26, 22]",[],"[1205, 485]",False
5C53,"[26, 22]",[],"[1205, 903]",False
5C5J,[18],[],[352],False
5C8E,"[26, 26]",[],[305],True
5CA7,"[6, 6]",[],[334],True
5CBX,"[18, 18]",[],[105],False
5CBY,"[18, 18]",[],[105],False
5CBZ,"[18, 18]",[],[105],False
5CC0,"[16, 16]",[],[85],True
5CC1,"[18, 18]",[],[114],False
5CDM,"[8, 12]",[],"[190, 482]",False
5CDN,"[8, 12]",[],"[481, 189]",False
5CDO,[20],[],"[482, 188]",False
5CDP,"[8, 13]",[],"[483, 190]",False
5CDQ,[20],[],"[481, 193]",False
5CG8,[14],[],"[267, 14]",False
5CG9,"[11, 13]",[],[267],False
5CHG,"[6, 6]",[],[334],True
5CHI,[4],[],[230],False
5CIY,[12],[],"[327, 12]",False
5CIZ,"[20, 24]",[],"[209, 84]",False
5CJ7,"[6, 6]",[],[334],True
5CKY,"[22, 22]",[],[324],True
5CL3,"[12, 12]",[],[233],True
5CL4,"[12, 12]",[],[241],True
5CL5,"[12, 12]",[],[241],True
5CL6,"[12, 12]",[],[241],True
5CL7,"[12, 12]",[],[241],True
5CL8,[12],[],"[241, 12]",False
5CL9,[12],[],"[241, 12]",False
5CLA,[12],[],"[241, 12]",False
5CLB,"[9, 9]",[],[241],False
5CLC,"[9, 9]",[],[241],False
5CLD,[12],[],"[241, 12]",False
5CLE,[12],[],"[241, 12]",False
5CLV,[20],[],"[96, 65]",True
5CM3,[20],[],[97],True
5CMX,[31],[],"[36, 259]",False
5CNQ,"[16, 15]",[],[464],False
5CO0,"[22, 22]",[],[324],True
5CP2,"[6, 6]",[],[334],True
5CP6,"[145, 145]",[],"[135, 102, 128, 125]",True
5CPI,"[146, 146]",[],"[139, 106, 133, 129]",True
5CPJ,"[146, 146]",[],"[139, 106, 133, 129]",True
5CPK,"[145, 145]",[],"[139, 106, 133, 129]",False
5CQQ,"[19, 19]",[],[82],True
5CR0,"[6, 6]",[],[334],True
5CRJ,"[22, 22]",[],[324],True
5CRK,"[22, 22]",[],[324],True
5CRX,[35],[],[343],False
5CY1,"[30, 30]",[],[192],False
5CY2,"[27, 27]",[],[192],False
5CYS,[28],[],"[204, 28]",False
5D23,[26],[],[102],True
5D2Q,[40],[],[102],True
5D2S,[36],[],[102],True
5D39,"[21, 21]",[],[539],True
5D3G,[38],[],"[555, 444]",False
5D46,"[6, 7]",[],[400],False
5D4B,"[6, 7]",[],[400],False
5D4C,"[19, 27]",[],"[315, 1119, 1524, 99, 443]",False
5D4D,"[19, 27]",[],"[315, 1119, 1524, 99, 443]",False
5D4E,"[27, 19]",[],"[315, 1119, 1524, 99, 443]",False
5D4R,"[21, 21]",[],[88],False
5D4S,"[21, 21]",[],[88],False
5D5U,[12],[],[131],True
5D5V,"[12, 12]",[],[131],True
5D5W,[12],[],[104],True
5D5X,"[13, 13]",[],[104],True
5D8C,"[18, 18]",[],[137],True
5D8F,[10],[],[115],False
5D8K,[12],[],[110],True
5D8L,"[17, 17]",[],[110],True
5D9I,"[21, 23]",[],[134],False
5D9Y,"[12, 12]",[],[462],True
5DAC,"[15, 15]",[],[449],True
5DDG,"[27, 27]",[],[228],True
5DDM,"[6, 6]",[],[335],True
5DEU,[],[],"[462, 12, 11]",True
5DFI,[21],[],"[276, 21]",False
5DFJ,[21],[],"[276, 21]",False
5DG0,[21],[],"[276, 21]",False
5DG7,"[12, 8]",[],[435],False
5DG8,"[12, 8]",[],[435],False
5DG9,"[8, 12]",[],[435],False
5DGA,"[12, 8]",[],[435],False
5DGB,"[12, 8]",[],[435],False
5DLF,[8],[],"[435, 12]",False
5DLG,[8],[],"[435, 12]",False
5DLJ,"[39, 39]",[],"[280, 78]",False
5DLO,[],[7],[133],False
5DNM,"[145, 145]",[],"[135, 102, 128, 125]",True
5DNN,"[145, 145]",[],"[135, 102, 128, 125]",True
5DNY,"[27, 27]",[],"[386, 371]",False
5DQG,[8],[],"[435, 12]",False
5DQH,[8],[],"[435, 12]",False
5DQI,[9],[],"[435, 12]",False
5DQT,"[34, 33]",[],"[305, 94]",False
5DQU,"[15, 12]",[],"[305, 94]",False
5DQZ,"[36, 36]",[],"[94, 305]",False
5DS4,"[28, 28]",[],"[306, 104]",False
5DS5,"[28, 28]",[],"[306, 104]",False
5DS6,"[33, 33]",[],"[306, 104]",False
5DS9,"[27, 27]",[],[98],True
5DTD,"[27, 27]",[],[98],True
5DUI,"[21, 21]",[],[111],False
5DWA,[11],[],[278],False
5DWB,[13],[],[278],False
5DY0,[26],[],[230],False
5E01,[18],[],[128],True
5E24,"[15, 15]",[],"[370, 38, 424]",False
5E3L,"[27, 27]",[],[98],True
5E3M,"[27, 27]",[],[98],True
5E3N,"[27, 27]",[],[98],True
5E3O,"[27, 27]",[],[98],True
5E41,"[12, 16]",[],[540],False
5E5A,[146],[],"[136, 103, 130, 123, 16]",True
5E5O,"[25, 25]",[],[302],True
5E67,"[25, 25]",[],[302],True
5E69,"[16, 16]",[],[114],True
5E6A,"[16, 16]",[],[114],True
5E6B,"[16, 16]",[],[114],True
5E6C,"[16, 16]",[],[114],True
5E6D,"[16, 16]",[],[114],True
5E8I,"[10, 10]",[],[128],True
5EAN,[15],[],[1059],False
5EAX,[17],[],[1056],False
5ED4,"[26, 26]",[],[250],False
5EDN,"[19, 19]",[],[76],True
5EDW,"[19, 13]",[],[341],False
5EEA,"[18, 18]",[],[63],True
5EF6,"[18, 18]",[],[62],True
5EG0,"[18, 18]",[],"[57, 61]",True
5EG6,"[15, 15]",[],"[422, 16]",False
5EGB,"[21, 21]",[],[144],False
5EGO,"[18, 18]",[],"[57, 63]",True
5EH2,"[21, 21]",[],[144],False
5EI9,"[21, 21]",[],[144],False
5EIX,"[12, 8]",[],[741],False
5EMC,"[18, 18]",[],[94],False
5EMP,"[18, 18]",[],[94],False
5EMQ,"[18, 18]",[],[94],False
5ESP,"[27, 27]",[],[298],False
5EW1,[27],[],"[36, 259, 15]",False
5EW2,[27],[],"[36, 259, 15]",False
5EWE,"[12, 8]",[],[435],False
5EWF,"[12, 8]",[],[435],False
5EWG,"[12, 8]",[],[435],False
5EXH,[],[],"[12, 47]",False
5EYB,"[26, 26]",[],[362],False
5EYO,[],[],"[88, 16]",False
5F3W,"[27, 27]",[],"[386, 372]",False
5F55,[14],[],[705],False
5F56,[9],[],"[705, 5]",False
5F7Q,"[31, 31]",[],[407],True
5F8A,[12],[],[244],True
5F99,"[147, 147]",[],"[135, 103, 129, 122]",True
5F9L,[8],[],"[435, 12]",False
5F9N,[8],[],"[435, 12]",False
5FB2,[5],[],[140],False
5FD3,"[12, 13]",[],[135],False
5FDK,[12],[],[199],True
5FF8,[28],[],"[227, 40]",False
5FFJ,"[23, 23]",[],[1406],False
5FGP,[7],[],[152],False
5FHD,[19],[],[433],False
5FHE,[10],[],[433],False
5FKV,"[25, 29]",[],"[243, 1160, 366, 144]",False
5FKW,"[25, 29]",[],"[1160, 366, 243]",False
5FLV,"[22, 22]",[],[285],False
5FMF,"[72, 72]",[],"[492, 146, 119, 65, 115, 46, 116, 122, 345, 180, 174, 160, 123, 150, 174, 62, 63, 778, 1733, 1224, 266, 178, 214, 84, 171]",True
5FMP,"[16, 16]",[],[205],True
5FRM,"[19, 17]",[],[395],False
5FRN,"[19, 17]",[],[395],False
5FRO,"[19, 17]",[],[395],False
5FTE,[6],[],[433],False
5FUR,"[89, 93]",[],"[339, 677, 310, 43, 47, 97, 1893, 349, 1199]",False
5FYW,"[72, 72]",[],"[1733, 70, 120, 70, 345, 240, 735, 400, 286, 1224, 122, 482, 328, 318, 221, 215, 155, 171, 146, 122]",False
5FZ5,"[56, 85]",[],"[1733, 70, 120, 70, 345, 240, 735, 400, 286, 1224, 122, 482, 328, 318, 221, 215, 155, 171, 146, 122]",False
5G32,"[15, 14]",[],[131],False
5G33,"[15, 14]",[],[131],False
5G34,"[15, 14]",[],[131],False
5G35,"[15, 14]",[],[131],False
5G5T,[21],[],[713],False
5GAT,"[13, 13]",[],[66],True
5GKE,"[15, 15]",[],[252],False
5GKF,"[15, 15]",[],[252],False
5GKG,"[15, 15]",[],[252],False
5GKH,"[15, 15]",[],[252],False
5GKI,"[15, 15]",[],[252],False
5GKP,[8],[],[252],False
5GKR,[4],[],"[218, 216]",False
5GNJ,"[15, 15]",[],[89],False
5GPC,"[21, 21]",[],[194],False
5GQ9,"[21, 16]",[],[685],False
5GSE,"[250, 250]",[],"[139, 106, 133, 129]",True
5GSU,[146],[],"[135, 102, 130, 126]",True
5GT0,[146],[],"[135, 102, 130, 125]",True
5GT3,[146],[],"[135, 102, 129, 126]",True
5GTC,[146],[],"[139, 106, 133, 129, 12]",True
5GWI,"[8, 12]",[],[803],False
5GWJ,"[8, 12]",[],[803],False
5GWK,"[8, 12]",[],[806],False
5GXQ,[146],[],"[139, 106, 133, 129]",True
5GZB,"[13, 13]",[],[107],True
5H1B,[9],[],[339],False
5H1C,"[9, 9]",[],[339],True
5H3R,"[21, 21]",[],[147],False
5H58,"[27, 27]",[],[215],True
5H8W,[5],[],[597],False
5HAW,[12],[],"[196, 10]",True
5HBU,[12],[],"[196, 10]",True
5HCH,[],[],"[114, 13, 13]",True
5HDN,[12],[],[112],True
5HF7,[28],[],"[227, 28]",False
5HK3,[],[11],[114],False
5HLF,[38],[],"[555, 444]",False
5HLG,[24],[],[148],False
5HLH,[24],[],[147],False
5HLK,"[6, 6]",[],[244],True
5HLT,[],[],"[288, 12, 12]",True
5HNF,[],[],"[288, 11, 11]",True
5HNH,[],[],"[288, 11, 12]",True
5HNK,[12],[],[272],False
5HOD,"[20, 20]",[],[61],True
5HP1,[38],[],"[555, 444]",False
5HP4,[17],[],[272],False
5HQ2,"[149, 149]",[],"[135, 102, 129, 122, 483, 202]",True
5HR4,"[13, 13]",[],[919],True
5HR9,"[15, 7]",[],[178],False
5HRB,[9],[],[178],False
5HRD,[8],[],[178],False
5HRE,[9],[],[178],False
5HRF,[9],[],[178],False
5HRG,[8],[],[178],True
5HRO,[38],[],"[555, 444]",False
5HRT,[34],[],[831],False
5HRU,[32],[],[346],False
5HSO,"[30, 30]",[],[160],True
5HT2,[9],[],[256],False
5HTO,"[34, 30]",[],[346],False
5I3U,[39],[],"[555, 444]",False
5I42,[38],[],"[555, 444]",False
5I44,[14],[],[69],True
5I50,"[22, 22]",[],[118],True
5IFF,[20],[],[220],True
5INK,[],[],"[256, 9]",True
5INL,[9],[],[256],False
5INO,[9],[],[258],False
5INP,[9],[],[256],False
5INQ,[9],[],[256],False
5ITH,[10],[],[92],False
5ITR,"[26, 26]",[],[400],False
5ITT,"[26, 26]",[],[400],False
5ITU,"[13, 13]",[],[400],False
5ITX,[26],[],"[390, 400]",False
5ITY,[26],[],[400],False
5IUD,"[16, 13]",[],[918],False
5IVW,"[19, 20]",[],"[782, 760, 395, 71, 462, 308]",False
5IWM,"[20, 20]",[],"[202, 490]",True
5IY6,"[65, 65]",[],"[1970, 67, 117, 58, 316, 376, 109, 339, 439, 291, 517, 1174, 249, 301, 782, 760, 395, 71, 462, 308, 275, 142, 210, 127, 172, 150, 125]",True
5IY7,"[77, 77]",[],"[1970, 67, 117, 58, 316, 376, 109, 339, 439, 291, 517, 1174, 249, 301, 782, 760, 395, 71, 462, 308, 275, 142, 210, 127, 172, 150, 125]",False
5IY8,"[83, 83]",[],"[1970, 67, 117, 58, 316, 376, 109, 339, 439, 291, 517, 1174, 249, 301, 782, 760, 395, 71, 462, 308, 275, 142, 210, 127, 172, 150, 125]",False
5IYA,"[59, 59]",[],"[1970, 67, 117, 58, 316, 376, 109, 339, 439, 291, 517, 1174, 249, 301, 275, 142, 210, 127, 172, 150, 125]",True
5IYB,"[75, 75]",[],"[1970, 67, 117, 58, 316, 376, 109, 339, 439, 291, 517, 1174, 249, 301, 275, 142, 210, 127, 172, 150, 125]",False
5IYC,"[80, 80]",[],"[1970, 67, 117, 58, 316, 376, 109, 339, 439, 291, 517, 1174, 249, 301, 275, 142, 210, 127, 172, 150, 125]",False
5J2M,"[21, 27]",[],"[560, 440]",False
5J2N,[27],[],"[560, 440, 22]",False
5J2P,[27],[],"[560, 440, 22]",False
5J2Q,[27],[],"[560, 440, 22]",False
